sentence,sentiment,pred_sentiment,net_score
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,negative,positive,1
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",neutral,positive,1
SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions,neutral,positive,1
1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,positive,neutral,0
"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",neutral,negative,-1
"Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA",negative,neutral,0
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",neutral,positive,1
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",neutral,positive,1
Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,positive,neutral,0
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,negative,positive,1
"$AGN and $PYPL under pressure along with the market, however there were bullish options trades in both this morning https://t.co/9xG5W8nONT",neutral,positive,1
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,neutral,negative,-1
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",neutral,negative,-1
"The market making in accordance with the agreement will begin on September 24 , 2009 .",neutral,positive,1
$FB popping up to HOD,positive,neutral,0
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",positive,neutral,0
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",neutral,positive,1
easyJet expects resilient demand to withstand security fears,positive,neutral,0
RT @jan $ARNA Don't think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl...// fly how high?,neutral,positive,2
"$SLV -4.44% at 18 now AWFUL, down from 42.50",negative,neutral,0
The secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar . '',neutral,positive,1
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",neutral,positive,1
Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,negative,neutral,0
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",neutral,positive,1
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",neutral,negative,-1
The deal will have no significant effect on the acquiring company 's equity ratio .,neutral,positive,1
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,neutral,negative,-1
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,positive,neutral,0
The value of the multi-year agreement is over EUR 2mn a year .,neutral,positive,1
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,negative,-1
"At the moment , Valio is not worried , but if the ban continues for long , it may become quite a problem .",negative,positive,1
Zurich Insurance Considering Offer for UK Rival RSA Insurance,positive,neutral,0
It will also strengthen Ruukki 's offshore business .,positive,neutral,0
The electricity requirement of networks will grow with the new mobile generation .,neutral,positive,2
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",negative,neutral,0
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",neutral,negative,-1
Long $GPRO for a brealout trade,positive,neutral,0
"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",neutral,positive,2
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",positive,negative,-1
UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,positive,neutral,0
"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",neutral,positive,1
The new units should become one of the largest ones within the company .,neutral,positive,1
"In this case , the effect would be negative in Finland .",neutral,negative,-1
Prices and delivery volumes of broadband products decreased significantly in 2005 .,neutral,negative,-1
"$KNDI #China #ElectricCar maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately.",positive,neutral,0
"According to Bosse , the present cooperation is beneficial to all parties , however .",positive,neutral,0
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",positive,neutral,0
The company 's board of directors would propose a dividend of EUR0 .15 per share for 2005 .,neutral,positive,1
"On the other hand , Finnish sawmills ' production has decreased even more .",neutral,negative,-1
Tesco leads leap in FTSE 100; Marks & Spencer drops,positive,negative,-1
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,neutral,positive,1
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,negative,neutral,0
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .",positive,neutral,0
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,negative,neutral,0
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",neutral,negative,-2
"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",neutral,positive,1
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",neutral,positive,1
"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",positive,neutral,0
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative,neutral,0
"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .",positive,neutral,0
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative,positive,1
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",neutral,positive,1
"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",positive,neutral,0
"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",positive,neutral,0
"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",positive,neutral,0
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",neutral,positive,2
"However , the growth margin slowed down due to the financial crisis .",negative,neutral,0
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,neutral,positive,1
"FastJet slams EasyJet founder Stelios for going public, is 'taking legal advice' over letter about contractual ...",negative,neutral,0
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",negative,positive,1
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative,neutral,0
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",neutral,negative,-1
